time,temperature_2m,relativehumidity,windspeed_10m,winddirection_10m,is_day
2023-04-03T04:00,23.8,95,5.6,195,0
2023-04-03T05:00,23.6,95,6,197,0
2023-04-03T06:00,23.5,96,5.9,194,1
2023-04-03T07:00,24.2,93,6.6,193,1
2023-04-03T08:00,25.4,89,5,201,1
2023-04-03T09:00,26.7,82,4.4,235,1
2023-04-03T10:00,27.8,76,4.6,252,1
2023-04-03T11:00,28.8,73,6.5,289,1
2023-04-03T12:00,29.3,72,9.7,297,1
2023-04-03T13:00,29.6,72,11.6,292,1
2023-04-03T14:00,29.7,69,12.9,283,1
2023-04-03T15:00,29.1,70,14.4,273,1
2023-04-03T16:00,28.8,70,14.8,266,1
2023-04-03T17:00,28.1,73,10.9,261,1
2023-04-03T18:00,27.4,76,9.1,261,0
2023-04-03T19:00,26.8,79,8.6,255,0
2023-04-03T20:00,26.2,82,8.4,250,0
2023-04-03T21:00,25.7,84,8.6,248,0
2023-04-03T22:00,25.3,86,8,243,0
2023-04-03T23:00,24.9,88,8.4,239,0
2023-04-04T00:00,24.5,89,8.7,240,0
2023-04-04T01:00,24.3,90,9.3,242,0
2023-04-04T02:00,24.5,87,9.7,239,0
2023-04-04T03:00,24.4,87,9.7,231,0
2023-04-04T04:00,24.1,88,8.2,229,0
2023-04-04T05:00,23.9,89,7.3,237,0
2023-04-04T06:00,23.5,91,6.9,227,1
2023-04-04T07:00,24,90,8.4,223,1
2023-04-04T08:00,25.5,84,8.3,236,1
2023-04-04T09:00,27,77,8.7,246,1
2023-04-04T10:00,28.1,71,9.4,247,1
2023-04-04T11:00,29,66,9.9,251,1
2023-04-04T12:00,29.6,63,9.5,259,1
2023-04-04T13:00,29.6,64,9.4,272,1
2023-04-04T14:00,30.1,61,9.9,280,1
2023-04-04T15:00,30,61,9.8,278,1
2023-04-04T16:00,29.7,63,9.1,277,1
2023-04-04T17:00,29.2,66,8.2,285,1
2023-04-04T18:00,28.2,70,7.8,292,0
2023-04-04T19:00,27.4,75,8.1,283,0
2023-04-04T20:00,26.8,78,9.4,272,0
2023-04-04T21:00,26.1,81,9.6,250,0
2023-04-04T22:00,25.6,82,8.5,234,0
2023-04-04T23:00,25.1,84,7.1,221,0
2023-04-05T00:00,24.7,85,6,213,0
2023-04-05T01:00,24,89,5.5,212,0
2023-04-05T02:00,24,90,5.5,203,0
2023-04-05T03:00,23.5,92,6,197,0
2023-04-05T04:00,23.2,94,6.6,189,0
2023-04-05T05:00,22.7,96,7,192,0
2023-04-05T06:00,22.3,99,7.2,180,1
2023-04-05T07:00,22.9,98,6.5,180,1
2023-04-05T08:00,24.7,94,4.3,185,1
2023-04-05T09:00,26.4,82,3,194,1
2023-04-05T10:00,28,73,2.4,207,1
2023-04-05T11:00,28.9,67,3,256,1
2023-04-05T12:00,29.7,63,4.5,284,1
2023-04-05T13:00,30.1,61,5.9,284,1
2023-04-05T14:00,30.5,56,8,280,1
2023-04-05T15:00,30.3,57,8,278,1
2023-04-05T16:00,29.9,60,8.5,282,1
2023-04-05T17:00,29.3,63,9.1,279,1
2023-04-05T18:00,28.3,67,7.6,278,0
2023-04-05T19:00,27.5,72,8.7,275,0
2023-04-05T20:00,27,76,8.8,261,0
2023-04-05T21:00,26.5,78,9,241,0
2023-04-05T22:00,26,80,8.2,229,0
2023-04-05T23:00,25.5,82,7,215,0
2023-04-06T00:00,25,84,6.6,202,0
2023-04-06T01:00,24.4,87,6.5,199,0
2023-04-06T02:00,24.1,87,6.6,202,0
2023-04-06T03:00,23.9,88,6.6,209,0
2023-04-06T04:00,23.5,90,7.6,199,0
2023-04-06T05:00,23.2,92,6.2,216,0
2023-04-06T06:00,23,92,5.3,208,1
2023-04-06T07:00,23.7,91,6.1,208,1
2023-04-06T08:00,25.5,84,5.2,214,1
2023-04-06T09:00,27.2,73,5.4,217,1
2023-04-06T10:00,28.3,65,5.4,228,1
2023-04-06T11:00,29.3,61,6.7,254,1
2023-04-06T12:00,29.9,59,8.7,265,1
2023-04-06T13:00,30.1,58,10.5,266,1
2023-04-06T14:00,30.6,54,11.6,265,1
2023-04-06T15:00,30.4,55,12,263,1
2023-04-06T16:00,30,57,12.2,268,1
2023-04-06T17:00,29.1,62,10.8,268,1
2023-04-06T18:00,27.9,67,10.9,264,0
2023-04-06T19:00,27,70,11.2,255,0
2023-04-06T20:00,26.3,73,10,249,0
2023-04-06T21:00,25.7,75,10,244,0
2023-04-06T22:00,25.1,77,9,233,0
2023-04-06T23:00,24.5,80,7.4,223,0
2023-04-07T00:00,23.9,82,6.3,211,0
2023-04-07T01:00,23.4,84,6.8,205,0
2023-04-07T02:00,23.6,84,6.7,196,0
2023-04-07T03:00,23.3,86,6.5,186,0
2023-04-07T04:00,23,87,6.1,183,0
2023-04-07T05:00,22.7,88,5.2,196,0
2023-04-07T06:00,22.6,89,5.4,188,1
2023-04-07T07:00,23.3,87,5.8,180,1
2023-04-07T08:00,25.7,77,3.7,169,1
2023-04-07T09:00,27.6,65,1.8,127,1
2023-04-07T10:00,28.8,60,2.4,63,1
2023-04-07T11:00,29.5,60,3.5,24,1
2023-04-07T12:00,29.9,60,4.7,356,1
2023-04-07T13:00,30.1,60,5.5,337,1
2023-04-07T14:00,30.1,60,5.7,325,1
2023-04-07T15:00,29.9,61,5.6,320,1
2023-04-07T16:00,29.6,63,5.5,328,1
2023-04-07T17:00,29.2,65,5.4,352,1
2023-04-07T18:00,28.3,69,7,339,0
2023-04-07T19:00,27.5,74,5.2,335,0
2023-04-07T20:00,26.5,83,2.1,329,0
2023-04-07T21:00,26.2,84,1.1,198,0
2023-04-07T22:00,26.5,80,3,166,0
2023-04-07T23:00,25,89,3.7,151,0
2023-04-08T00:00,24.3,92,4.8,153,0
2023-04-08T01:00,24.2,91,5.3,152,0
2023-04-08T02:00,23.9,93,4.2,160,0
2023-04-08T03:00,23.6,94,4.7,171,0
2023-04-08T04:00,23.5,94,4.7,176,0
2023-04-08T05:00,23.3,95,4.3,185,0
2023-04-08T06:00,22.7,97,3.3,186,1
2023-04-08T07:00,24.1,94,4.8,193,1
2023-04-08T08:00,26.2,86,3.1,225,1
2023-04-08T09:00,27.6,78,3.6,264,1
2023-04-08T10:00,28.6,72,4.3,265,1
2023-04-08T11:00,29.3,68,4.7,279,1
2023-04-08T12:00,29.7,65,6.5,289,1
2023-04-08T13:00,30,65,8.1,291,1
2023-04-08T14:00,30.3,62,8.4,290,1
2023-04-08T15:00,30,63,7,282,1
2023-04-08T16:00,29.3,65,8.3,275,1
2023-04-08T17:00,28.7,68,8,280,1
2023-04-08T18:00,27.8,72,7,282,0
2023-04-08T19:00,27.3,76,6.9,261,0
2023-04-08T20:00,26.8,78,7.3,259,0
2023-04-08T21:00,26.4,80,6.6,248,0
2023-04-08T22:00,26,83,5.9,232,0
2023-04-08T23:00,25.4,86,4.9,234,0
2023-04-09T00:00,24.8,89,4.3,228,0
2023-04-09T01:00,24.4,91,3.5,246,0
2023-04-09T02:00,24.5,89,4.2,250,0
2023-04-09T03:00,24.5,88,4,243,0
2023-04-09T04:00,24.3,89,3.8,221,0
2023-04-09T05:00,24,91,3.9,202,0
2023-04-09T06:00,23.6,92,4.5,194,1
2023-04-09T07:00,24.5,90,4.7,203,1
2023-04-09T08:00,26.1,83,3.9,236,1
2023-04-09T09:00,27.3,78,5.6,255,1
2023-04-09T10:00,28.3,73,7.3,281,1
2023-04-09T11:00,29,71,11.6,292,1
2023-04-09T12:00,29.6,70,12.8,292,1
2023-04-09T13:00,30,70,12.1,287,1
2023-04-09T14:00,30.1,66,12.8,286,1
2023-04-09T15:00,30,66,13.7,288,1
2023-04-09T16:00,29.3,69,12.5,282,1
2023-04-09T17:00,28.7,71,8.3,275,1
2023-04-09T18:00,28.1,73,7.5,253,0
2023-04-09T19:00,27.4,76,7.1,246,0
2023-04-09T20:00,26.9,79,7.5,253,0
2023-04-09T21:00,26.5,80,8.7,253,0
2023-04-09T22:00,25.9,82,9.8,246,0
2023-04-09T23:00,25.6,82,10.2,238,0
2023-04-10T00:00,25.2,83,11,238,0
2023-04-10T01:00,24.8,85,10.8,240,0
2023-04-10T02:00,25,85,10,240,0
2023-04-10T03:00,25,85,9.8,246,0
2023-04-10T04:00,24.8,86,10.6,252,0
2023-04-10T05:00,24.6,87,10.6,252,0
2023-04-10T06:00,24.5,87,10.8,255,1
2023-04-10T07:00,24.9,86,12.8,254,1
2023-04-10T08:00,25.9,82,14.8,252,1
2023-04-10T09:00,27,77,16.1,254,1
2023-04-10T10:00,28.2,72,16.8,261,1
2023-04-10T11:00,28.9,68,16.2,266,1
2023-04-10T12:00,29.6,66,17.3,268,1
2023-04-10T13:00,30,65,16.4,261,1
2023-04-10T14:00,29.3,70,16,256,1
2023-04-10T15:00,29.3,68,15.3,255,1
2023-04-10T16:00,29.1,67,14.8,257,1
2023-04-10T17:00,28.7,68,12.7,262,1
2023-04-10T18:00,27.9,73,11.6,265,0
2023-04-10T19:00,27.1,77,11.3,261,0
2023-04-10T20:00,26.5,80,11.2,255,0
2023-04-10T21:00,26,83,11.5,250,0
2023-04-10T22:00,25.6,85,11.3,243,0
2023-04-10T23:00,25.2,87,10.9,236,0
2023-04-11T00:00,25,87,9.5,233,0
2023-04-11T01:00,24.7,88,9.4,230,0
2023-04-11T02:00,24.8,87,9.7,231,0
2023-04-11T03:00,24.8,88,9.2,231,0
2023-04-11T04:00,24.7,88,7.9,231,0
2023-04-11T05:00,24.6,88,7.9,240,0
2023-04-11T06:00,24.4,89,7.4,241,1
2023-04-11T07:00,25,87,8.7,240,1
2023-04-11T08:00,26.2,83,9.9,251,1
2023-04-11T09:00,27.6,76,12.7,255,1
2023-04-11T10:00,28.7,71,14.3,258,1
2023-04-11T11:00,29.6,68,14.8,264,1
2023-04-11T12:00,30,68,14.4,270,1
2023-04-11T13:00,30.1,69,14.4,271,1
2023-04-11T14:00,30.1,72,15.1,271,1
2023-04-11T15:00,29,75,14.3,258,1
2023-04-11T16:00,28.1,77,13.2,248,1
2023-04-11T17:00,28,76,12.2,256,1
2023-04-11T18:00,27.5,77,10,255,0
2023-04-11T19:00,27,79,10.3,245,0
2023-04-11T20:00,26.6,81,10.5,239,0
2023-04-11T21:00,26.1,83,10.3,234,0
2023-04-11T22:00,25.8,84,9,233,0
2023-04-11T23:00,25.4,86,8.5,234,0
2023-04-12T00:00,25.1,87,8.3,236,0
2023-04-12T01:00,24.9,88,8,234,0
2023-04-12T02:00,24.9,88,7.2,233,0
2023-04-12T03:00,24.8,89,7.4,231,0
2023-04-12T04:00,24.6,90,7.7,229,0
2023-04-12T05:00,24.5,90,7.7,229,0
2023-04-12T06:00,24.5,91,7.9,231,1
2023-04-12T07:00,25.2,88,9.2,228,1
2023-04-12T08:00,26.7,82,9.3,234,1
2023-04-12T09:00,28.1,76,10.8,240,1
2023-04-12T10:00,29.3,71,11.8,243,1
2023-04-12T11:00,30.1,69,13.3,251,1
2023-04-12T12:00,29.9,70,15,259,1
2023-04-12T13:00,29,72,16.5,259,1
2023-04-12T14:00,30.7,63,17,257,1
2023-04-12T15:00,30.5,64,18.2,256,1
2023-04-12T16:00,29.8,66,18,254,1
2023-04-12T17:00,29.1,69,17.4,246,1
2023-04-12T18:00,28.3,71,16.6,243,0
2023-04-12T19:00,27.6,74,15,243,0
2023-04-12T20:00,27.1,76,13.5,241,0
2023-04-12T21:00,26.5,79,11.9,235,0
2023-04-12T22:00,26.1,81,9.9,226,0
2023-04-12T23:00,25.7,84,8.4,230,0
2023-04-13T00:00,25.4,85,8,234,0
2023-04-13T01:00,25.2,87,8.1,238,0
2023-04-13T02:00,25.3,86,7.6,239,0
2023-04-13T03:00,25.2,87,7.9,246,0
2023-04-13T04:00,25,89,8,252,0
2023-04-13T05:00,24.7,91,7.3,250,0
2023-04-13T06:00,24.6,92,6.8,238,1
2023-04-13T07:00,25.1,90,7.5,235,1
2023-04-13T08:00,26.5,85,9,254,1
2023-04-13T09:00,27.9,79,11.7,259,1
2023-04-13T10:00,29.1,72,13.4,256,1
2023-04-13T11:00,30,66,13.6,253,1
2023-04-13T12:00,30.5,63,13.3,251,1
2023-04-13T13:00,30.8,63,13,251,1
2023-04-13T14:00,30.9,60,13.8,255,1
2023-04-13T15:00,30.5,62,14.4,257,1
2023-04-13T16:00,30.1,63,13.6,259,1
2023-04-13T17:00,29.3,65,10.8,266,1
2023-04-13T18:00,28.6,69,9.7,268,0
2023-04-13T19:00,27.9,73,10.2,260,0
2023-04-13T20:00,27.2,76,10.4,250,0
2023-04-13T21:00,26.7,79,9.5,241,0
2023-04-13T22:00,26.2,81,7.8,236,0
2023-04-13T23:00,25.8,83,7.8,236,0
2023-04-14T00:00,25.4,85,7.1,225,0
2023-04-14T01:00,25.1,87,6.9,223,0
2023-04-14T02:00,24.9,87,6.4,218,0
2023-04-14T03:00,24.7,88,6,213,0
2023-04-14T04:00,24.5,89,5.5,212,0
2023-04-14T05:00,24.3,90,5.6,220,0
2023-04-14T06:00,24.1,92,5.1,225,1
2023-04-14T07:00,24.9,89,6.4,223,1
2023-04-14T08:00,26.7,82,6.6,225,1
2023-04-14T09:00,28,75,6.9,227,1
2023-04-14T10:00,29.1,70,4.9,234,1
2023-04-14T11:00,29.9,67,5,249,1
2023-04-14T12:00,30.5,65,5.9,259,1
2023-04-14T13:00,30.8,65,6.1,273,1
2023-04-14T14:00,30.7,64,7.3,281,1
2023-04-14T15:00,29.8,69,8.6,285,1
2023-04-14T16:00,28.9,72,9.4,266,1
2023-04-14T17:00,28.1,76,5.4,217,1
2023-04-14T18:00,27.4,80,5.7,198,0
2023-04-14T19:00,26.8,83,5.1,184,0
2023-04-14T20:00,26.4,86,5.2,168,0
2023-04-14T21:00,26,87,5.2,164,0
2023-04-14T22:00,25.6,89,4.4,171,0
2023-04-14T23:00,25.3,91,4,170,0
2023-04-15T00:00,24.8,93,4,170,0
2023-04-15T01:00,24.5,94,4,175,0
2023-04-15T02:00,24.3,94,4,175,0
2023-04-15T03:00,24.2,94,4.7,171,0
2023-04-15T04:00,24,95,4,170,0
2023-04-15T05:00,23.7,97,2.2,189,0
2023-04-15T06:00,23.7,96,2.9,173,1
2023-04-15T07:00,24.9,89,5.9,169,1
2023-04-15T08:00,26.4,83,5.8,158,1
2023-04-15T09:00,27.4,78,4.7,157,1
2023-04-15T10:00,28.5,73,1.8,217,1
2023-04-15T11:00,29.2,70,3.3,276,1
2023-04-15T12:00,29.5,70,6.6,292,1
2023-04-15T13:00,29.5,69,9.5,299,1
2023-04-15T14:00,29.2,71,10.7,290,1
2023-04-15T15:00,28.7,73,9.1,263,1
2023-04-15T16:00,28.7,72,7.3,279,1
2023-04-15T17:00,28.6,72,9.8,278,1
2023-04-15T18:00,28,75,8.8,279,0
2023-04-15T19:00,27.5,77,9.4,270,0
2023-04-15T20:00,26.9,80,9.6,257,0
2023-04-15T21:00,26.4,83,8.5,242,0
2023-04-15T22:00,25.9,85,7.9,231,0
2023-04-15T23:00,25.6,87,6.8,212,0
2023-04-16T00:00,25.2,88,6.1,208,0
2023-04-16T01:00,25,89,5.5,212,0
2023-04-16T02:00,25.2,87,5.9,223,0
2023-04-16T03:00,25.1,87,5.6,225,0
2023-04-16T04:00,24.9,88,5.4,217,0
2023-04-16T05:00,24.7,89,4.7,212,0
2023-04-16T06:00,24.6,90,4.8,207,1
2023-04-16T07:00,25.2,88,5.2,214,1
2023-04-16T08:00,26.7,81,5.5,238,1
2023-04-16T09:00,28.1,75,5.5,238,1
2023-04-16T10:00,29,71,2.7,247,1
2023-04-16T11:00,29.7,69,2.5,278,1
2023-04-16T12:00,30.2,69,2.7,293,1
2023-04-16T13:00,29.8,68,4.1,315,1
2023-04-16T14:00,30.1,69,5.1,309,1
2023-04-16T15:00,29,73,3.6,264,1
2023-04-16T16:00,27.8,79,7.9,286,1
2023-04-16T17:00,26.6,87,5.2,282,1
2023-04-16T18:00,26.3,88,1.6,153,0
2023-04-16T19:00,25.8,92,3.7,191,0
2023-04-16T20:00,25.6,93,3.7,191,0
2023-04-16T21:00,25.3,94,3.3,186,0
2023-04-16T22:00,25.1,95,3.3,186,0
2023-04-16T23:00,25,95,3.7,169,0
2023-04-17T00:00,24.9,94,4.3,175,0
2023-04-17T01:00,24.5,95,4.3,185,0
2023-04-17T02:00,24.4,95,4.3,204,0
2023-04-17T03:00,24.3,95,5.3,208,0
2023-04-17T04:00,24.1,95,5.4,200,0
2023-04-17T05:00,24,95,4,207,0
2023-04-17T06:00,23.9,96,5.6,207,1
2023-04-17T07:00,24.3,95,6.2,190,1
2023-04-17T08:00,25.4,93,5.1,188,1
2023-04-17T09:00,26.9,84,4,190,1
2023-04-17T10:00,28,77,3.8,229,1
2023-04-17T11:00,28.8,72,4,260,1
2023-04-17T12:00,29.3,70,4.4,279,1
2023-04-17T13:00,29.7,69,5.5,293,1
2023-04-17T14:00,30.5,64,7.1,300,1
2023-04-17T15:00,30.3,65,7.3,303,1
2023-04-17T16:00,30,67,7.6,315,1
2023-04-17T17:00,29.4,70,8.2,299,1
2023-04-17T18:00,28.7,74,7.1,294,0
2023-04-17T19:00,27.9,79,7.9,273,0
2023-04-17T20:00,27.5,84,7.6,245,0
2023-04-17T21:00,27,85,5.8,210,0
2023-04-17T22:00,26.2,89,4.7,180,0
2023-04-17T23:00,25.9,89,4.6,162,0
2023-04-18T00:00,25.6,90,5,150,0
2023-04-18T01:00,25.5,90,5.6,140,0
2023-04-18T02:00,25.5,89,4.8,138,0
2023-04-18T03:00,25.4,89,4.1,142,0
2023-04-18T04:00,24.9,93,3.3,139,0
2023-04-18T05:00,24.8,93,1.8,169,0
2023-04-18T06:00,24.5,94,2.7,157,1
2023-04-18T07:00,25.6,90,4.2,160,1
2023-04-18T08:00,26.9,84,3.3,131,1
2023-04-18T09:00,28.1,78,5,111,1
2023-04-18T10:00,28.9,74,5.4,90,1
2023-04-18T11:00,29.5,73,6.5,71,1
2023-04-18T12:00,29.9,74,8.4,59,1
2023-04-18T13:00,30.1,73,10,49,1
2023-04-18T14:00,30.4,73,10.2,48,1
2023-04-18T15:00,29.4,76,8.9,47,1
2023-04-18T16:00,29,76,5.9,47,1
2023-04-18T17:00,28,81,3,14,1
2023-04-18T18:00,27.6,83,1.5,135,0
2023-04-18T19:00,26.4,91,3.5,156,0
2023-04-18T20:00,25.6,92,5.4,132,0
2023-04-18T21:00,25.1,94,5.1,129,0
2023-04-18T22:00,25,93,4.4,125,0
2023-04-18T23:00,25,93,4.1,135,0
2023-04-19T00:00,24.8,94,3.1,135,0
2023-04-19T01:00,24.6,95,3.1,135,0
2023-04-19T02:00,25,94,4.4,125,0
2023-04-19T03:00,25,93,4.8,132,0
2023-04-19T04:00,24.9,93,4.6,141,0
2023-04-19T05:00,24.7,93,6,147,0
2023-04-19T06:00,24.5,94,4.7,157,1
2023-04-19T07:00,25.3,92,4.4,171,1
2023-04-19T08:00,26.9,84,3.3,174,1
2023-04-19T09:00,28.1,80,3.6,143,1
2023-04-19T10:00,29,76,3.2,117,1
2023-04-19T11:00,29.9,72,1.9,68,1
2023-04-19T12:00,30.4,71,3.9,34,1
2023-04-19T13:00,30.5,71,5.7,18,1
2023-04-19T14:00,30.2,72,6.6,13,1
2023-04-19T15:00,29.7,74,3.8,41,1
2023-04-19T16:00,29.1,75,3.7,79,1
2023-04-19T17:00,27.9,81,3.3,49,1
2023-04-19T18:00,26.7,88,1.3,146,0
2023-04-19T19:00,26.1,91,4.4,235,0
2023-04-19T20:00,25.8,92,5,210,0
2023-04-19T21:00,25.4,93,5.8,184,0
2023-04-19T22:00,25.1,94,5.8,173,0
2023-04-19T23:00,24.9,93,4.9,163,0
2023-04-20T00:00,24.6,92,5.7,162,0
2023-04-20T01:00,24.4,91,4.7,171,0
2023-04-20T02:00,24.8,93,5.1,184,0
2023-04-20T03:00,24.7,93,4.7,184,0
2023-04-20T04:00,24.6,94,5.1,188,0
2023-04-20T05:00,24.5,94,5.2,196,0
2023-04-20T06:00,24.3,94,4.1,195,1
2023-04-20T07:00,24.9,93,3.7,191,1
2023-04-20T08:00,26.6,84,2,225,1
2023-04-20T09:00,27.7,78,2.9,263,1
2023-04-20T10:00,28.4,75,3.6,315,1
2023-04-20T11:00,28.7,73,4.9,343,1
2023-04-20T12:00,29.1,73,6.2,353,1
2023-04-20T13:00,29.5,72,5.8,360,1
2023-04-20T14:00,29.8,72,5,360,1
2023-04-20T15:00,29.9,72,5.5,349,1
2023-04-20T16:00,28.7,76,3.3,319,1
2023-04-20T17:00,27.5,80,3.4,58,1
2023-04-20T18:00,27.1,82,4,153,0
2023-04-20T19:00,26.6,85,4.7,171,0
2023-04-20T20:00,26.2,86,5.4,172,0
2023-04-20T21:00,26,88,5.1,172,0
2023-04-20T22:00,25.8,89,4.7,171,0
2023-04-20T23:00,25.3,93,3.7,169,0
2023-04-21T00:00,25.1,94,1.6,153,0
2023-04-21T01:00,24.8,93,0.4,360,0
2023-04-21T02:00,25,90,0.7,270,0
2023-04-21T03:00,25.1,89,0.5,225,0
2023-04-21T04:00,24.3,96,0.8,207,0
2023-04-21T05:00,24,96,2.9,173,0
2023-04-21T06:00,23.9,95,3,166,1
2023-04-21T07:00,25,93,4.5,166,1
2023-04-21T08:00,26.2,86,4,153,1
2023-04-21T09:00,27.4,81,4.7,122,1
2023-04-21T10:00,28.3,77,5.4,86,1
2023-04-21T11:00,29.1,73,6.9,62,1
2023-04-21T12:00,29.7,71,6.9,51,1
2023-04-21T13:00,30,70,7.4,51,1
2023-04-21T14:00,30,70,7.4,43,1
2023-04-21T15:00,29.9,71,8,36,1
2023-04-21T16:00,29.6,72,7.7,41,1
2023-04-21T17:00,28.6,75,7.1,24,1
2023-04-21T18:00,27.9,79,6.4,16,0
2023-04-21T19:00,27,83,3.4,122,0
2023-04-21T20:00,26.4,86,7,145,0
2023-04-21T21:00,25.9,88,6.7,164,0
2023-04-21T22:00,25.7,89,6.6,167,0
2023-04-21T23:00,25.4,90,4.3,175,0
2023-04-22T00:00,25.1,92,3.3,186,0
2023-04-22T01:00,24.6,95,3.7,191,0
2023-04-22T02:00,24.5,96,3.6,186,0
2023-04-22T03:00,24.5,96,4.3,185,0
2023-04-22T04:00,24.4,96,4.5,194,0
2023-04-22T05:00,24.3,96,3.8,163,0
2023-04-22T06:00,24.3,95,3.7,169,1
2023-04-22T07:00,25.1,93,3.3,174,1
2023-04-22T08:00,27,84,0.7,90,1
2023-04-22T09:00,27.9,78,4.6,72,1
2023-04-22T10:00,28.9,73,7.7,62,1
2023-04-22T11:00,29.5,72,11,58,1
2023-04-22T12:00,29.9,72,11.6,60,1
2023-04-22T13:00,29.8,74,11.9,61,1
2023-04-22T14:00,30.2,72,12.6,63,1
2023-04-22T15:00,30,72,12.6,63,1
2023-04-22T16:00,29,74,11.8,52,1
2023-04-22T17:00,28.4,78,7.6,65,1
2023-04-22T18:00,28,79,7.1,60,0
2023-04-22T19:00,27.4,81,3.8,73,0
2023-04-22T20:00,27.1,84,4.6,108,0
2023-04-22T21:00,26.6,86,5.2,124,0
2023-04-22T22:00,26.3,88,5.4,132,0
2023-04-22T23:00,26.1,89,4.9,144,0
2023-04-23T00:00,25.7,89,4.2,149,0
2023-04-23T01:00,25.7,89,3.8,139,0
2023-04-23T02:00,25.1,94,2.8,140,0
2023-04-23T03:00,25.1,92,2.8,140,0
2023-04-23T04:00,24.9,93,2.3,141,0
2023-04-23T05:00,24.8,94,3.6,143,0
2023-04-23T06:00,24.6,94,3.8,139,1
2023-04-23T07:00,25.3,94,4.7,148,1
2023-04-23T08:00,26.7,88,5.1,98,1
2023-04-23T09:00,27.3,84,6.6,103,1
2023-04-23T10:00,28.4,79,7.2,84,1
2023-04-23T11:00,29,78,7.2,72,1
2023-04-23T12:00,29.6,77,7.6,65,1
2023-04-23T13:00,29.9,75,8.9,47,1
2023-04-23T14:00,30.5,69,10.8,37,1
2023-04-23T15:00,29,74,10.6,28,1
2023-04-23T16:00,28.6,76,6.5,109,1
2023-04-23T17:00,28.3,77,2.5,135,1
2023-04-23T18:00,27.5,80,3.6,135,0
2023-04-23T19:00,26.7,84,5.2,115,0
2023-04-23T20:00,26.3,86,6.8,108,0
2023-04-23T21:00,26,88,6.8,122,0
2023-04-23T22:00,25.8,89,5.9,133,0
2023-04-23T23:00,25.6,91,4.6,141,0
2023-04-24T00:00,25.3,92,3.9,146,0
2023-04-24T01:00,24.8,94,2.4,153,0
2023-04-24T02:00,25.1,93,2.9,173,0
2023-04-24T03:00,24.9,94,2.9,150,0
2023-04-24T04:00,24.7,95,3.4,148,0
2023-04-24T05:00,24.5,96,3.3,174,0
2023-04-24T06:00,24.2,96,4,185,1
2023-04-24T07:00,25.6,92,5.4,180,1
2023-04-24T08:00,27.3,82,3.7,169,1
2023-04-24T09:00,28.6,76,3.6,135,1
2023-04-24T10:00,29.5,72,4,85,1
2023-04-24T11:00,30.2,69,5.2,56,1
2023-04-24T12:00,30.4,69,6.2,36,1
2023-04-24T13:00,29.2,75,8.5,28,1
2023-04-24T14:00,30.4,68,8.9,27,1
2023-04-24T15:00,30.1,69,6.3,66,1
2023-04-24T16:00,29,72,4.8,77,1
2023-04-24T17:00,28.5,74,2.4,63,1
2023-04-24T18:00,28.1,75,2.6,326,0
2023-04-24T19:00,27.2,84,2.2,351,0
2023-04-24T20:00,27.1,81,2.3,309,0
2023-04-24T21:00,26.5,84,0.8,297,0
2023-04-24T22:00,25.5,90,1.8,79,0
2023-04-24T23:00,25.3,90,5.1,86,0
2023-04-25T00:00,24.8,93,6.2,97,0
2023-04-25T01:00,24.5,94,7,111,0
2023-04-25T02:00,25,91,6.3,121,0
2023-04-25T03:00,24.9,91,6.1,130,0
2023-04-25T04:00,24.8,91,5.2,146,0
2023-04-25T05:00,24.6,92,4.1,165,0
2023-04-25T06:00,24.3,93,3.7,151,1
2023-04-25T07:00,25.1,91,5.9,137,1
2023-04-25T08:00,26.8,83,6.5,93,1
2023-04-25T09:00,28,78,8,82,1
2023-04-25T10:00,29,74,8.7,73,1
2023-04-25T11:00,29.7,70,9.4,58,1
2023-04-25T12:00,30,68,9.4,47,1
2023-04-25T13:00,29.9,68,10.2,32,1
2023-04-25T14:00,29.8,68,8,36,1
2023-04-25T15:00,29,72,6.9,28,1
2023-04-25T16:00,28.8,73,5.7,35,1
2023-04-25T17:00,28.5,74,4.3,24,1
2023-04-25T18:00,28,76,5.4,42,0
2023-04-25T19:00,27.3,84,4.7,90,0
2023-04-25T20:00,27.4,81,4.9,126,0
2023-04-25T21:00,26.3,87,4.8,153,0
2023-04-25T22:00,25.7,90,4.2,160,0
2023-04-25T23:00,25.8,89,3.6,174,0
2023-04-26T00:00,26.1,86,2.9,173,0
2023-04-26T01:00,25.3,90,2.9,180,0
2023-04-26T02:00,24.7,94,3.6,186,0
2023-04-26T03:00,24.6,94,4.6,198,0
2023-04-26T04:00,24.5,94,4.8,207,0
2023-04-26T05:00,24.5,93,4.8,193,0
2023-04-26T06:00,24.4,94,4.4,189,1
2023-04-26T07:00,25.4,91,5.2,196,1
2023-04-26T08:00,27.6,80,3.4,198,1
2023-04-26T09:00,28.7,73,0.7,180,1
2023-04-26T10:00,29.6,69,3.3,41,1
2023-04-26T11:00,30.1,67,5,30,1
2023-04-26T12:00,30.5,66,8.4,20,1
2023-04-26T13:00,30.6,65,10.8,21,1
2023-04-26T14:00,30.3,64,4.5,29,1
2023-04-26T15:00,30,64,1.8,79,1
2023-04-26T16:00,29.6,66,4.8,117,1
2023-04-26T17:00,28.7,71,6.8,90,1
2023-04-26T18:00,27.8,75,7.6,82,0
2023-04-26T19:00,27.4,78,6.1,93,0
2023-04-26T20:00,26.9,86,2.6,146,0
2023-04-26T21:00,27,81,3.3,174,0
